firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber,gender,carrier
name1611,lastname1611,April,14,2000,BS Management,+63 918 485 8289,Male,Smart
name1612,lastname1612,June,13,1999,BS Management Engineering,+63 917 922 4155,Female,Globe
name1613,lastname1613,February,15,1997,BS Management Engineering,+63 927 893 7520,Female,Globe
name1614,lastname1614,January,1,1997,BS Management,+63 917 326 3403,Male,Globe
name1615,lastname1615,November,20,1997,BS Communications Technology Management,+63 917 645 6607,Female,Globe
name1616,lastname1616,April,16,1998,BS Management Engineering,+63 917 434 7543,Male,Globe
name1617,lastname1617,October,13,1999,BS Communications Technology Management,+63 918 507 9807,Male,Smart
name1618,lastname1618,May,18,1999,BS Communications Technology Management,+63 917 169 2137,Female,Globe
name1619,lastname1619,April,25,1998,BS Legal Management,+63 927 506 1238,Male,Globe
name1620,lastname1620,July,17,1999,BS IT Entrepreneurship,+63 918 368 9133,Male,Smart
name1621,lastname1621,July,19,1999,BS IT Entrepreneurship,+63 927 558 2114,Male,Globe
name1622,lastname1622,May,9,1997,BS Management Engineering,+63 917 598 1160,Female,Globe
name1623,lastname1623,October,28,1999,BS Communications Technology Management,+63 927 997 8860,Male,Globe
name1624,lastname1624,June,23,1999,BS Management Engineering,+63 927 973 3481,Male,Globe
name1625,lastname1625,April,7,1997,BS Management Engineering,+63 917 782 7480,Female,Globe
name1626,lastname1626,July,7,1998,BS Management,+63 918 772 9716,Male,Smart
name1627,lastname1627,December,26,2000,BS Management,+63 917 209 5036,Male,Globe
name1628,lastname1628,October,1,1999,BS IT Entrepreneurship,+63 918 718 3375,Male,Smart
name1629,lastname1629,August,13,1999,BS Legal Management,+63 918 777 6708,Male,Smart
name1630,lastname1630,September,11,1997,BS Management Engineering,+63 917 782 7638,Male,Globe
name1631,lastname1631,December,8,2001,BS Management Engineering,+63 917 700 9826,Male,Globe
name1632,lastname1632,February,16,1999,BS Legal Management,+63 917 422 5632,Male,Globe
name1633,lastname1633,July,27,1998,BS Management,+63 927 352 2048,Male,Globe
name1634,lastname1634,June,25,2001,BS IT Entrepreneurship,+63 927 667 4402,Female,Globe
name1635,lastname1635,September,3,2000,BS Management Engineering,+63 918 354 2271,Female,Smart
name1636,lastname1636,December,7,1998,BS Communications Technology Management,+63 917 599 4743,Male,Globe
name1637,lastname1637,December,22,1997,BS Management Engineering,+63 917 145 8973,Male,Globe
name1638,lastname1638,April,25,1997,BS IT Entrepreneurship,+63 917 936 1237,Female,Globe
name1639,lastname1639,March,8,1999,BS IT Entrepreneurship,+63 917 530 9570,Female,Globe
name1640,lastname1640,August,3,1998,BS Management,+63 917 324 4108,Male,Globe
name1641,lastname1641,June,14,1997,BS Management Engineering,+63 927 190 8210,Male,Globe
name1642,lastname1642,December,12,1999,BS Management,+63 917 475 3924,Female,Globe
name1643,lastname1643,March,10,1997,BS Management,+63 917 857 8466,Male,Globe
name1644,lastname1644,September,21,2000,BS Management,+63 918 456 3730,Male,Smart
name1645,lastname1645,March,21,1998,BS Management Engineering,+63 918 845 7547,Male,Smart
name1646,lastname1646,August,4,2001,BS Management,+63 927 627 5354,Female,Globe
name1647,lastname1647,February,5,2000,BS Management Engineering,+63 917 513 7001,Male,Globe
name1648,lastname1648,July,8,1998,BS Legal Management,+63 917 609 8149,Male,Globe
name1649,lastname1649,March,17,1997,BS Management Engineering,+63 927 324 3799,Female,Globe
name1650,lastname1650,April,26,2001,BS Communications Technology Management,+63 918 276 6108,Female,Smart
name1651,lastname1651,May,16,1997,BS Management Engineering,+63 917 540 8194,Male,Globe
name1652,lastname1652,July,23,1999,BS IT Entrepreneurship,+63 927 805 2574,Male,Globe
name1653,lastname1653,July,7,1998,BS Communications Technology Management,+63 927 939 7447,Female,Globe
name1654,lastname1654,November,4,1998,BS Management,+63 918 279 3610,Male,Smart
name1655,lastname1655,January,17,2000,BS Communications Technology Management,+63 927 182 3538,Male,Globe
name1656,lastname1656,May,9,2001,BS Communications Technology Management,+63 917 225 2450,Female,Globe
name1657,lastname1657,February,20,1997,BS IT Entrepreneurship,+63 927 585 5387,Female,Globe
name1658,lastname1658,November,17,1999,BS IT Entrepreneurship,+63 927 132 4378,Female,Globe
name1659,lastname1659,February,16,2001,BS Management,+63 917 426 6016,Male,Globe
name1660,lastname1660,March,4,1997,BS Legal Management,+63 918 377 9121,Female,Smart
name1661,lastname1661,December,19,1997,BS Legal Management,+63 927 351 2073,Female,Globe
name1662,lastname1662,May,11,2000,BS IT Entrepreneurship,+63 917 331 9925,Male,Globe
name1663,lastname1663,June,7,1999,BS IT Entrepreneurship,+63 927 282 8654,Male,Globe
name1664,lastname1664,June,9,2001,BS Legal Management,+63 917 109 2041,Male,Globe
name1665,lastname1665,March,27,1998,BS Management,+63 918 876 9262,Female,Smart
name1666,lastname1666,October,4,2000,BS Legal Management,+63 917 493 5680,Female,Globe
name1667,lastname1667,September,25,1999,BS Legal Management,+63 917 782 2046,Female,Globe
name1668,lastname1668,August,2,1998,BS Communications Technology Management,+63 918 316 8589,Male,Smart
name1669,lastname1669,June,16,1997,BS Legal Management,+63 927 927 6310,Female,Globe
name1670,lastname1670,July,19,1997,BS Management Engineering,+63 927 401 8816,Female,Globe
name1671,lastname1671,February,27,2001,BS IT Entrepreneurship,+63 917 234 2366,Male,Globe
name1672,lastname1672,May,9,1999,BS Legal Management,+63 917 211 9349,Female,Globe
name1673,lastname1673,January,8,2000,BS Communications Technology Management,+63 917 528 4529,Female,Globe
name1674,lastname1674,November,19,1998,BS Management Engineering,+63 917 209 1835,Male,Globe
name1675,lastname1675,May,28,1997,BS IT Entrepreneurship,+63 927 267 4069,Female,Globe
name1676,lastname1676,December,25,2000,BS Legal Management,+63 918 406 5317,Female,Smart
name1677,lastname1677,June,18,2000,BS Communications Technology Management,+63 917 350 7936,Male,Globe
name1678,lastname1678,November,13,2000,BS Legal Management,+63 918 668 6906,Male,Smart
name1679,lastname1679,May,12,2001,BS IT Entrepreneurship,+63 918 764 1314,Male,Smart
name1680,lastname1680,December,22,1998,BS IT Entrepreneurship,+63 917 229 3120,Male,Globe
name1681,lastname1681,March,25,1999,BS Management Engineering,+63 917 666 9320,Male,Globe
name1682,lastname1682,October,21,1998,BS Management Engineering,+63 917 873 7447,Male,Globe
name1683,lastname1683,November,10,1998,BS Management Engineering,+63 918 448 4070,Male,Smart
name1684,lastname1684,December,21,1997,BS Management,+63 927 860 2285,Male,Globe
name1685,lastname1685,December,16,1997,BS Legal Management,+63 918 282 8460,Male,Smart
name1686,lastname1686,August,11,1997,BS Management Engineering,+63 927 380 8663,Male,Globe
name1687,lastname1687,April,24,1998,BS Management Engineering,+63 927 725 9531,Female,Globe
name1688,lastname1688,June,3,1999,BS Communications Technology Management,+63 917 961 3410,Female,Globe
name1689,lastname1689,December,18,1999,BS Management Engineering,+63 927 408 9900,Male,Globe
name1690,lastname1690,July,6,1997,BS Management Engineering,+63 917 697 3877,Female,Globe
name1691,lastname1691,September,18,1997,BS IT Entrepreneurship,+63 917 950 4112,Male,Globe
name1692,lastname1692,May,4,2000,BS IT Entrepreneurship,+63 917 331 2269,Female,Globe
name1693,lastname1693,February,7,1998,BS Management Engineering,+63 927 843 6944,Male,Globe
name1694,lastname1694,February,18,2001,BS Management,+63 918 989 9777,Female,Smart
name1695,lastname1695,January,10,1997,BS Management,+63 918 959 8868,Female,Smart
name1696,lastname1696,February,20,2001,BS IT Entrepreneurship,+63 918 432 9643,Female,Smart
name1697,lastname1697,March,7,1999,BS IT Entrepreneurship,+63 918 351 6631,Male,Smart
name1698,lastname1698,October,25,1999,BS IT Entrepreneurship,+63 917 709 6669,Male,Globe
name1699,lastname1699,December,5,1997,BS Management,+63 917 708 6860,Male,Globe
name1700,lastname1700,April,18,1998,BS Management,+63 917 493 5524,Female,Globe
name1701,lastname1701,June,1,1997,BS Communications Technology Management,+63 917 398 4541,Male,Globe
name1702,lastname1702,January,19,1998,BS Legal Management,+63 917 417 8666,Male,Globe
name1703,lastname1703,June,22,1997,BS Legal Management,+63 918 295 1382,Male,Smart
name1704,lastname1704,February,2,1998,BS Legal Management,+63 918 515 7421,Female,Smart
name1705,lastname1705,January,1,1997,BS Communications Technology Management,+63 917 311 3470,Female,Globe
name1706,lastname1706,August,16,1998,BS IT Entrepreneurship,+63 927 939 9260,Female,Globe
name1707,lastname1707,September,23,2001,BS Management,+63 927 986 3129,Male,Globe
name1708,lastname1708,November,3,1997,BS IT Entrepreneurship,+63 918 817 8602,Female,Smart
name1709,lastname1709,December,18,1997,BS IT Entrepreneurship,+63 918 765 3651,Male,Smart
name1710,lastname1710,October,25,2001,BS Legal Management,+63 927 603 1574,Female,Globe
name1711,lastname1711,May,25,1998,BS IT Entrepreneurship,+63 918 970 1693,Female,Smart
name1712,lastname1712,December,19,1998,BS Management Engineering,+63 927 933 8376,Male,Globe
name1713,lastname1713,April,14,1997,BS Management,+63 927 751 3712,Male,Globe
name1714,lastname1714,August,15,2001,BS Management,+63 918 236 8919,Male,Smart
name1715,lastname1715,July,2,1997,BS Communications Technology Management,+63 917 559 8093,Male,Globe
name1716,lastname1716,September,25,2000,BS Legal Management,+63 918 540 8555,Male,Smart
name1717,lastname1717,November,5,1997,BS IT Entrepreneurship,+63 918 894 2375,Male,Smart
name1718,lastname1718,May,17,1997,BS Management Engineering,+63 918 838 2342,Female,Smart
name1719,lastname1719,July,2,2000,BS Management Engineering,+63 927 631 8040,Female,Globe
name1720,lastname1720,January,6,1997,BS Legal Management,+63 917 738 1839,Male,Globe
name1721,lastname1721,July,23,1998,BS Communications Technology Management,+63 927 544 3279,Female,Globe
name1722,lastname1722,March,4,1998,BS IT Entrepreneurship,+63 917 693 8959,Female,Globe
name1723,lastname1723,May,22,1998,BS IT Entrepreneurship,+63 917 281 3092,Female,Globe
name1724,lastname1724,June,10,1997,BS Management,+63 917 252 6526,Female,Globe
name1725,lastname1725,April,23,1998,BS Communications Technology Management,+63 927 268 5622,Male,Globe
name1726,lastname1726,September,26,1997,BS Legal Management,+63 917 660 9137,Female,Globe
name1727,lastname1727,January,26,1998,BS Management Engineering,+63 927 581 4936,Male,Globe
name1728,lastname1728,August,19,1997,BS Management,+63 917 565 5934,Female,Globe
name1729,lastname1729,November,12,1997,BS Legal Management,+63 918 776 4007,Female,Smart
name1730,lastname1730,April,13,1999,BS Management Engineering,+63 918 461 2548,Female,Smart
name1731,lastname1731,August,22,1998,BS Communications Technology Management,+63 927 368 7728,Female,Globe
name1732,lastname1732,August,21,1998,BS Management,+63 927 376 2938,Male,Globe
name1733,lastname1733,January,19,2000,BS Communications Technology Management,+63 927 740 2743,Female,Globe
name1734,lastname1734,June,15,2000,BS Legal Management,+63 918 200 7458,Female,Smart
name1735,lastname1735,March,26,1997,BS Legal Management,+63 927 632 8106,Female,Globe
name1736,lastname1736,October,17,1997,BS Legal Management,+63 917 653 7150,Female,Globe
name1737,lastname1737,August,1,2001,BS Management,+63 917 932 2383,Male,Globe
name1738,lastname1738,February,4,2001,BS Legal Management,+63 927 173 7762,Male,Globe
name1739,lastname1739,August,26,2000,BS Management,+63 918 647 9671,Female,Smart
name1740,lastname1740,May,14,1999,BS Legal Management,+63 927 225 6935,Female,Globe
name1741,lastname1741,September,8,2000,BS IT Entrepreneurship,+63 918 863 7980,Female,Smart
name1742,lastname1742,September,7,1999,BS Management,+63 918 301 7635,Female,Smart
name1743,lastname1743,May,17,2000,BS Legal Management,+63 927 965 1587,Female,Globe
name1744,lastname1744,October,27,1997,BS IT Entrepreneurship,+63 927 478 1325,Male,Globe
name1745,lastname1745,January,6,1998,BS Legal Management,+63 917 321 6378,Male,Globe
name1746,lastname1746,October,16,1997,BS IT Entrepreneurship,+63 927 928 7417,Female,Globe
name1747,lastname1747,July,12,1997,BS Management,+63 918 401 2702,Female,Smart
name1748,lastname1748,September,11,1999,BS Communications Technology Management,+63 927 864 1701,Male,Globe
name1749,lastname1749,May,17,2000,BS Legal Management,+63 918 375 9630,Female,Smart
name1750,lastname1750,February,1,1997,BS Management,+63 918 185 8937,Male,Smart
name1751,lastname1751,May,6,1999,BS Management,+63 927 144 4452,Male,Globe
name1752,lastname1752,September,17,1997,BS IT Entrepreneurship,+63 927 798 4040,Female,Globe
name1753,lastname1753,April,18,1998,BS IT Entrepreneurship,+63 918 386 4372,Male,Smart
name1754,lastname1754,April,20,1997,BS Legal Management,+63 918 400 4239,Female,Smart
name1755,lastname1755,June,2,1997,BS Management Engineering,+63 917 482 1573,Female,Globe
name1756,lastname1756,May,2,1998,BS IT Entrepreneurship,+63 927 942 1394,Female,Globe
name1757,lastname1757,May,11,1999,BS Legal Management,+63 927 545 6854,Male,Globe
name1758,lastname1758,October,21,1997,BS Communications Technology Management,+63 918 862 8091,Male,Smart
name1759,lastname1759,May,14,1998,BS IT Entrepreneurship,+63 927 634 2284,Female,Globe
name1760,lastname1760,August,17,1998,BS Communications Technology Management,+63 927 350 8183,Male,Globe
name1761,lastname1761,March,28,1998,BS Management,+63 917 272 5999,Female,Globe
name1762,lastname1762,May,13,1998,BS Communications Technology Management,+63 927 468 8484,Male,Globe
name1763,lastname1763,May,2,1998,BS Communications Technology Management,+63 917 459 3522,Male,Globe
name1764,lastname1764,June,3,1999,BS Management Engineering,+63 927 309 1720,Female,Globe
name1765,lastname1765,February,18,1998,BS Management Engineering,+63 927 972 9371,Female,Globe
name1766,lastname1766,September,28,2001,BS Communications Technology Management,+63 918 399 7923,Male,Smart
name1767,lastname1767,November,13,1998,BS Management,+63 927 112 2072,Male,Globe
name1768,lastname1768,November,21,1998,BS IT Entrepreneurship,+63 927 244 5177,Male,Globe
name1769,lastname1769,December,8,1999,BS Management,+63 927 750 6690,Female,Globe
name1770,lastname1770,January,5,1999,BS Communications Technology Management,+63 918 321 4539,Female,Smart
name1771,lastname1771,November,4,1997,BS IT Entrepreneurship,+63 927 622 7513,Male,Globe
name1772,lastname1772,December,27,1999,BS Legal Management,+63 927 439 5173,Male,Globe
name1773,lastname1773,February,16,1999,BS Management Engineering,+63 927 886 5322,Male,Globe
name1774,lastname1774,March,13,1999,BS Communications Technology Management,+63 917 458 2332,Male,Globe
name1775,lastname1775,December,8,1998,BS Communications Technology Management,+63 927 126 7838,Male,Globe
name1776,lastname1776,April,19,1999,BS IT Entrepreneurship,+63 917 704 1136,Female,Globe
name1777,lastname1777,April,15,2001,BS Legal Management,+63 917 223 5890,Male,Globe
name1778,lastname1778,May,25,1998,BS Management,+63 927 948 7837,Female,Globe
name1779,lastname1779,February,12,1998,BS IT Entrepreneurship,+63 927 897 3040,Female,Globe
name1780,lastname1780,May,16,2001,BS Legal Management,+63 918 581 2425,Male,Smart
name1781,lastname1781,July,22,2001,BS Management,+63 918 753 4933,Male,Smart
name1782,lastname1782,August,18,2001,BS Legal Management,+63 927 241 5308,Male,Globe
name1783,lastname1783,October,21,1997,BS IT Entrepreneurship,+63 917 650 8776,Male,Globe
name1784,lastname1784,April,26,1998,BS Communications Technology Management,+63 918 843 2763,Female,Smart
name1785,lastname1785,September,10,1997,BS IT Entrepreneurship,+63 918 657 1572,Male,Smart
name1786,lastname1786,August,14,1997,BS Communications Technology Management,+63 917 134 4322,Male,Globe
name1787,lastname1787,August,1,1998,BS Legal Management,+63 927 185 9470,Male,Globe
name1788,lastname1788,September,16,1998,BS Legal Management,+63 927 530 2041,Female,Globe
name1789,lastname1789,August,12,2000,BS Legal Management,+63 917 274 4019,Male,Globe
name1790,lastname1790,January,16,1998,BS Management Engineering,+63 927 888 5310,Male,Globe
name1791,lastname1791,May,21,1997,BS IT Entrepreneurship,+63 918 510 4996,Female,Smart
name1792,lastname1792,July,21,1999,BS Management,+63 917 945 8298,Female,Globe
name1793,lastname1793,November,1,1998,BS Legal Management,+63 927 830 1201,Female,Globe
name1794,lastname1794,July,10,1999,BS Management,+63 918 956 2885,Male,Smart
name1795,lastname1795,August,9,1999,BS Management,+63 927 534 6657,Female,Globe
name1796,lastname1796,May,16,1998,BS IT Entrepreneurship,+63 917 561 9612,Male,Globe
name1797,lastname1797,February,14,1998,BS Management,+63 917 911 6438,Male,Globe
name1798,lastname1798,May,21,2000,BS Communications Technology Management,+63 917 488 8960,Male,Globe
name1799,lastname1799,July,18,1997,BS IT Entrepreneurship,+63 917 914 4274,Female,Globe
name1800,lastname1800,June,8,1997,BS Management Engineering,+63 918 386 6944,Female,Smart
name1801,lastname1801,July,22,1998,BS Management,+63 918 320 1548,Female,Smart
name1802,lastname1802,June,23,1997,BS Legal Management,+63 917 347 1553,Female,Globe
name1803,lastname1803,April,9,1998,BS Management Engineering,+63 927 424 6059,Male,Globe
name1804,lastname1804,November,6,2000,BS Management Engineering,+63 918 617 9852,Male,Smart
name1805,lastname1805,February,7,1997,BS Communications Technology Management,+63 917 487 9127,Male,Globe
name1806,lastname1806,April,26,1998,BS Communications Technology Management,+63 917 810 4831,Male,Globe
name1807,lastname1807,February,6,1997,BS Communications Technology Management,+63 927 630 7509,Male,Globe
name1808,lastname1808,March,15,2001,BS Communications Technology Management,+63 917 167 1593,Male,Globe
name1809,lastname1809,December,11,1998,BS Legal Management,+63 917 421 6667,Female,Globe
name1810,lastname1810,July,20,1997,BS Management,+63 917 985 3009,Female,Globe
name1811,lastname1811,May,3,1999,BS Communications Technology Management,+63 917 466 4919,Male,Globe
name1812,lastname1812,September,1,1997,BS Communications Technology Management,+63 918 248 8524,Female,Smart
name1813,lastname1813,March,28,1999,BS Management Engineering,+63 917 764 8724,Male,Globe
name1814,lastname1814,November,24,1998,BS IT Entrepreneurship,+63 917 390 8744,Male,Globe
name1815,lastname1815,August,21,1998,BS Legal Management,+63 927 336 7971,Female,Globe
name1816,lastname1816,November,19,1997,BS Management Engineering,+63 917 608 5191,Male,Globe
name1817,lastname1817,May,27,2000,BS Legal Management,+63 917 857 7520,Male,Globe
name1818,lastname1818,August,12,1999,BS Legal Management,+63 927 335 6538,Male,Globe
name1819,lastname1819,July,8,1997,BS IT Entrepreneurship,+63 927 503 7973,Female,Globe
name1820,lastname1820,June,8,1998,BS Legal Management,+63 918 138 7589,Female,Smart
name1821,lastname1821,May,5,2000,BS Management Engineering,+63 918 688 3340,Female,Smart
name1822,lastname1822,January,7,2001,BS Legal Management,+63 918 603 1124,Male,Smart
name1823,lastname1823,June,9,2000,BS Management,+63 927 800 2625,Male,Globe
name1824,lastname1824,April,21,1997,BS Communications Technology Management,+63 918 749 9483,Male,Smart
name1825,lastname1825,December,16,2000,BS Management Engineering,+63 918 125 9294,Female,Smart
name1826,lastname1826,March,12,2001,BS Management Engineering,+63 918 614 3280,Male,Smart
name1827,lastname1827,December,16,1997,BS Management Engineering,+63 918 511 9530,Male,Smart
name1828,lastname1828,April,3,1997,BS Management,+63 917 916 9573,Female,Globe
name1829,lastname1829,June,15,1999,BS Legal Management,+63 917 277 2479,Male,Globe
name1830,lastname1830,November,15,1999,BS Management Engineering,+63 918 197 5144,Male,Smart
name1831,lastname1831,March,8,1999,BS Legal Management,+63 927 527 3732,Female,Globe
name1832,lastname1832,June,8,2001,BS IT Entrepreneurship,+63 917 156 3760,Male,Globe
name1833,lastname1833,April,18,1999,BS Management Engineering,+63 917 511 2707,Female,Globe
name1834,lastname1834,September,9,1999,BS Management Engineering,+63 917 816 7465,Male,Globe
name1835,lastname1835,September,3,2000,BS Legal Management,+63 917 470 1638,Male,Globe
name1836,lastname1836,June,24,1999,BS Management,+63 917 756 5799,Male,Globe
name1837,lastname1837,January,10,1998,BS IT Entrepreneurship,+63 917 454 3754,Male,Globe
name1838,lastname1838,December,2,2000,BS Communications Technology Management,+63 917 291 7417,Male,Globe
name1839,lastname1839,August,8,2000,BS Management Engineering,+63 917 649 8594,Male,Globe
name1840,lastname1840,June,24,1999,BS Legal Management,+63 918 663 4717,Female,Smart
name1841,lastname1841,June,14,1999,BS Communications Technology Management,+63 918 719 9417,Male,Smart
name1842,lastname1842,May,11,1997,BS Management Engineering,+63 918 841 9875,Female,Smart
name1843,lastname1843,July,14,1998,BS Management Engineering,+63 917 359 8152,Male,Globe
name1844,lastname1844,February,5,1997,BS IT Entrepreneurship,+63 918 281 9072,Male,Smart
name1845,lastname1845,March,24,1999,BS Legal Management,+63 917 461 4220,Male,Globe
name1846,lastname1846,November,14,1999,BS Management,+63 917 548 9682,Male,Globe
name1847,lastname1847,April,28,1997,BS IT Entrepreneurship,+63 917 307 2088,Female,Globe
name1848,lastname1848,May,28,1997,BS Legal Management,+63 918 941 3734,Female,Smart
name1849,lastname1849,August,11,1998,BS Communications Technology Management,+63 917 392 1576,Male,Globe
name1850,lastname1850,July,19,1999,BS Communications Technology Management,+63 918 834 1480,Male,Smart
name1851,lastname1851,July,16,2000,BS IT Entrepreneurship,+63 927 201 4051,Male,Globe
name1852,lastname1852,August,27,1999,BS Management,+63 927 352 4021,Female,Globe
name1853,lastname1853,June,21,1999,BS Management Engineering,+63 927 641 8370,Female,Globe
name1854,lastname1854,April,15,2000,BS Management Engineering,+63 917 826 2659,Male,Globe
name1855,lastname1855,September,21,1999,BS Management Engineering,+63 927 525 7061,Female,Globe
name1856,lastname1856,May,1,2001,BS Management Engineering,+63 917 179 1652,Female,Globe
name1857,lastname1857,October,11,1997,BS Management Engineering,+63 918 486 8426,Male,Smart
name1858,lastname1858,August,11,1998,BS IT Entrepreneurship,+63 917 577 2728,Female,Globe
name1859,lastname1859,November,13,1997,BS Legal Management,+63 917 625 9405,Female,Globe
name1860,lastname1860,August,10,1998,BS Management,+63 918 644 9525,Female,Smart
name1861,lastname1861,April,27,1997,BS Communications Technology Management,+63 918 369 2095,Female,Smart
name1862,lastname1862,July,16,1997,BS Management Engineering,+63 917 128 2945,Male,Globe
name1863,lastname1863,November,11,1997,BS Management Engineering,+63 917 893 8398,Male,Globe
name1864,lastname1864,July,8,1998,BS Communications Technology Management,+63 927 739 2312,Female,Globe
name1865,lastname1865,May,8,1997,BS Legal Management,+63 918 707 6368,Female,Smart
name1866,lastname1866,January,25,1997,BS IT Entrepreneurship,+63 917 111 5040,Male,Globe
name1867,lastname1867,October,8,1999,BS Management Engineering,+63 918 140 5189,Male,Smart
name1868,lastname1868,November,10,2001,BS Management Engineering,+63 927 334 1585,Male,Globe
name1869,lastname1869,August,5,1998,BS Management Engineering,+63 927 304 5890,Female,Globe
name1870,lastname1870,April,1,1998,BS Legal Management,+63 927 564 3320,Male,Globe
name1871,lastname1871,November,12,1997,BS Management,+63 918 547 2499,Female,Smart
name1872,lastname1872,January,17,1999,BS Management,+63 918 129 6071,Male,Smart
name1873,lastname1873,February,9,2000,BS IT Entrepreneurship,+63 927 737 4858,Female,Globe
name1874,lastname1874,November,23,2000,BS IT Entrepreneurship,+63 917 199 2397,Female,Globe
name1875,lastname1875,May,13,1997,BS IT Entrepreneurship,+63 917 136 2386,Male,Globe
name1876,lastname1876,March,10,1998,BS Legal Management,+63 917 808 6501,Male,Globe
name1877,lastname1877,November,7,1997,BS Legal Management,+63 927 728 9251,Female,Globe
name1878,lastname1878,January,17,1999,BS IT Entrepreneurship,+63 927 814 4698,Male,Globe
name1879,lastname1879,June,25,1999,BS IT Entrepreneurship,+63 918 179 6493,Female,Smart
name1880,lastname1880,January,27,1997,BS Management Engineering,+63 918 845 3785,Male,Smart
name1881,lastname1881,December,15,1997,BS IT Entrepreneurship,+63 918 240 8941,Female,Smart
name1882,lastname1882,September,20,1999,BS Management Engineering,+63 927 674 7923,Female,Globe
name1883,lastname1883,August,18,1997,BS Legal Management,+63 918 360 7086,Female,Smart
name1884,lastname1884,November,23,1998,BS Legal Management,+63 927 416 7864,Female,Globe
name1885,lastname1885,March,28,1999,BS Management,+63 927 698 1510,Female,Globe
name1886,lastname1886,December,19,1997,BS Management Engineering,+63 918 928 8697,Male,Smart
name1887,lastname1887,December,26,1998,BS Legal Management,+63 917 458 5958,Female,Globe
name1888,lastname1888,January,6,1997,BS IT Entrepreneurship,+63 927 145 2468,Female,Globe
name1889,lastname1889,January,5,2000,BS IT Entrepreneurship,+63 927 551 5106,Male,Globe
name1890,lastname1890,July,5,1999,BS Communications Technology Management,+63 917 376 8469,Male,Globe
name1891,lastname1891,July,25,1997,BS Legal Management,+63 927 627 1082,Female,Globe
name1892,lastname1892,May,14,1999,BS Management,+63 917 351 6483,Female,Globe
name1893,lastname1893,April,6,2001,BS Legal Management,+63 918 976 7172,Female,Smart
name1894,lastname1894,July,9,1997,BS Management Engineering,+63 927 317 4456,Female,Globe
name1895,lastname1895,August,24,2001,BS Communications Technology Management,+63 917 951 6149,Male,Globe
name1896,lastname1896,September,18,1997,BS Communications Technology Management,+63 918 437 4382,Male,Smart
name1897,lastname1897,March,20,2000,BS IT Entrepreneurship,+63 918 674 6011,Female,Smart
name1898,lastname1898,November,13,2001,BS IT Entrepreneurship,+63 917 980 9361,Female,Globe
name1899,lastname1899,November,16,1997,BS Legal Management,+63 917 343 4749,Male,Globe
name1900,lastname1900,December,21,2000,BS Management Engineering,+63 918 782 7408,Female,Smart
name1901,lastname1901,December,19,2001,BS IT Entrepreneurship,+63 927 687 3457,Male,Globe
name1902,lastname1902,June,24,1997,BS Management Engineering,+63 927 565 8788,Male,Globe
name1903,lastname1903,July,25,1998,BS Communications Technology Management,+63 917 773 3531,Female,Globe
name1904,lastname1904,February,18,1998,BS Communications Technology Management,+63 918 177 9665,Female,Smart
name1905,lastname1905,June,12,2001,BS Legal Management,+63 917 647 6297,Female,Globe
name1906,lastname1906,September,1,1997,BS Legal Management,+63 918 604 5243,Female,Smart
name1907,lastname1907,June,10,1997,BS Management,+63 927 665 4368,Female,Globe
name1908,lastname1908,October,6,1998,BS Management Engineering,+63 927 898 7426,Female,Globe
name1909,lastname1909,December,24,1997,BS Legal Management,+63 918 415 4885,Female,Smart
name1910,lastname1910,August,18,2000,BS Management Engineering,+63 927 216 9011,Male,Globe
name1911,lastname1911,August,21,2000,BS IT Entrepreneurship,+63 918 172 3043,Female,Smart
name1912,lastname1912,October,6,1998,BS Management Engineering,+63 917 647 9327,Female,Globe
name1913,lastname1913,May,20,1999,BS Management Engineering,+63 927 586 8024,Male,Globe
name1914,lastname1914,February,20,2001,BS IT Entrepreneurship,+63 917 681 6487,Male,Globe
name1915,lastname1915,April,21,2000,BS Management,+63 917 797 8859,Female,Globe
name1916,lastname1916,January,22,1998,BS Management Engineering,+63 918 600 7693,Male,Smart
name1917,lastname1917,April,19,1997,BS IT Entrepreneurship,+63 927 623 6877,Male,Globe
name1918,lastname1918,February,9,2000,BS Management,+63 917 883 9174,Male,Globe
name1919,lastname1919,October,11,1999,BS Management,+63 918 989 8988,Male,Smart
name1920,lastname1920,October,5,1998,BS Management,+63 927 500 4106,Male,Globe
name1921,lastname1921,January,19,1999,BS Communications Technology Management,+63 918 458 7218,Male,Smart
name1922,lastname1922,August,8,2000,BS Management Engineering,+63 927 910 2396,Male,Globe
name1923,lastname1923,July,14,1999,BS Legal Management,+63 917 408 9751,Female,Globe
name1924,lastname1924,January,15,1998,BS Legal Management,+63 917 120 2048,Male,Globe
name1925,lastname1925,December,16,2000,BS Communications Technology Management,+63 927 995 4819,Female,Globe
name1926,lastname1926,January,19,2000,BS Communications Technology Management,+63 917 776 8672,Female,Globe
name1927,lastname1927,December,23,1997,BS Communications Technology Management,+63 927 711 8774,Female,Globe
name1928,lastname1928,September,23,2001,BS Management Engineering,+63 918 176 1631,Female,Smart
name1929,lastname1929,September,21,2001,BS Legal Management,+63 918 886 7599,Male,Smart
name1930,lastname1930,March,26,1997,BS Management,+63 927 525 4868,Male,Globe
name1931,lastname1931,March,6,1998,BS Legal Management,+63 927 841 2882,Male,Globe
name1932,lastname1932,May,1,1999,BS Management Engineering,+63 918 846 6659,Female,Smart
name1933,lastname1933,July,3,1997,BS Management Engineering,+63 918 792 6368,Male,Smart
